molecule,nlem_section,formulation,pack,ceiling_price_inr,notification_no,notification_date,source_name,source_url,source_pdf,retrieved_utc,price_basis
Cefotaxime,6.2.1.9,Powder for Injection 4 g (A) + 500 mg(B),Each Pack,487.76,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Azithromycin,6.2.2.1,Capsule 250 mg,1 Capsule,11.66,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Azithromycin,6.2.2.1,Capsule 500 mg,1 Capsule,18.41,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Azithromycin,6.2.2.1,Oral Liquid 200 mg/5ml,1 ml,3.42,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Azithromycin,6.2.2.1,Tablet 250mg,1 Tablet,11.72,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Azithromycin,6.2.2.1,Tablet 500mg,1 Tablet,23.64,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Azithromycin,6.2.2.1,Powder for Injection 500mg,Each Pack,213.48,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ciprofloxacin,6.2.2.2,Ointment 0.3%,1 gm,1.26,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ciprofloxacin,6.2.2.2,Drops 0.30%,1 ml,1.69,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ciprofloxacin,6.2.2.2,Injection 200 mg/100ml,1 ml,0.19,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ciprofloxacin,6.2.2.2,Oral Liquid 250 mg/5ml,1 ml,0.7,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ciprofloxacin,6.2.2.2,Tablet 250mg,1 Tablet,2.3,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ciprofloxacin,6.2.2.2,Tablet 500mg,1 Tablet,4.05,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Clarithromycin,6.2.2.3,Tablet 250 mg,1 Tablet,31.09,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Clarithromycin,6.2.2.3,Tablet 500 mg,1 Tablet,54.8,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Clarithromycin,6.2.2.3,Oral liquid 125mg/5 ml,1 ml,4.79,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Co-trimoxazole [Sulphamethoxazol e (A) +Trimethoprim (B)],6.2.2.4,Tablet 400 mg (A) + 80 mg (B),1 Tablet,0.86,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Co-trimoxazole [Sulphamethoxazol e (A) +Trimethoprim (B)],6.2.2.4,Tablet 800 mg (A) + 160 mg (B),1 Tablet,2.25,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Co-trimoxazole [Sulphamethoxazol e (A) +Trimethoprim (B)],6.2.2.4,Oral liquid 200 mg (A) + 40 mg (B)/5 ml,1 ml,0.37,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Doxycycline,6.2.2.5,Capsule 100 mg,1 Capsule,2.78,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Gentamicin,6.2.2.6,Injection 10 mg/ml,1 ml,3.53,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Gentamicin,6.2.2.6,Injection 40 mg/ml,Each Pack (10 ml),19.95,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Gentamicin,6.2.2.6,Injection 40 mg/ml,Each Pack (2 ml),9.35,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Gentamicin,6.2.2.6,Injection 40 mg/ml,Each Pack (20 ml),30.24,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Gentamicin,6.2.2.6,Injection 40 mg/ml,Each Pack (30 ml),33.1,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Gentamicin,6.2.2.6,Drops 0.3%,1 ml,1.01,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Metronidazole,6.2.2.7,Tablet 200 mg,1 Tablet,0.76,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Metronidazole,6.2.2.7,Tablet 400 mg,1 Tablet,1.42,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Metronidazole,6.2.2.7,Oral liquid 200 mg/5 ml,1 ml,0.5,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Metronidazole,6.2.2.7,Injection 500 mg/100 ml,1 ml,0.22,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Nitrofurantoin,6.2.2.8,Oral Liquid 25 mg/5ml,1 ml,0.91,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Nitrofurantoin,6.2.2.8,Tablet 100 mg,1 Tablet,8.03,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Nitrofurantoin,6.2.2.8,Capsule 100mg,1 Capsule,8.72,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Vancomycin,6.2.2.9,Powder for Injection 1 gm,Each Pack,528.43,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Vancomycin,6.2.2.9,Powder for Injection 250 mg,Each Pack,246.21,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Vancomycin,6.2.2.9,Powder for Injection 500 mg,Each Pack,317.83,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Clofazimine,6.2.3.1,Capsule 50 mg,1 Capsule,2.41,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Clofazimine,6.2.3.1,Capsule 100 mg,1 Capsule,4.12,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Dapsone,6.2.3.2,Tablet 25 mg Tablet 50 mg Tablet 100 mg,1 Tablet,0.4,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Rifampicin,6.2.3.3,Capsule 150 mg,1 Capsule,2.23,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Rifampicin,6.2.3.3,Capsule 300 mg,1 Capsule,4.22,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Rifampicin,6.2.3.3,Capsule 450 mg,1 Capsule,5.48,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Rifampicin,6.2.3.3,Capsule 600 mg,1 Capsule,12.87,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Rifampicin,6.2.3.3,Oral Liquid 100 mg/5ml,1 ml,0.43,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Rifampicin,6.2.3.3,Tablet 150 mg,1 Tablet,1.79,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Rifampicin,6.2.3.3,Tablet 300 mg,1 Tablet,3.26,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Capreomycin,6.2.4.1,Powder for Injection 1 g,Each Pack,384.6,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Cycloserine,6.2.4.2,Capsule 250 mg,1 Capsule,60.28,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Cycloserine,6.2.4.2,Tablet 250 mg,1 Tablet,51.83,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ethambutol,6.2.4.3,Tablet 200 mg,1 Tablet,1.17,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ethambutol,6.2.4.3,Tablet 400 mg,1 Tablet,2.66,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ethambutol,6.2.4.3,Tablet 600 mg,1 Tablet,3.93,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ethambutol,6.2.4.3,Tablet 800 mg,1 Tablet,4.7,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Ethionamide,6.2.4.4,Tablet 125 mg Tablet 250 mg,1 Tablet,17.52,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Isoniazid,6.2.4.5,Tablet 50 mg Tablet 100 mg,1 Tablet,0.75,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Isoniazid,6.2.4.5,Tablet 300 mg,1 Tablet,1.33,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Isoniazid,6.2.4.5,Oral liquid 100 mg/5 ml 6.2.4.6 Kanamycin Powder for Injection 1 gm,Each Pack,43.42,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Isoniazid,6.2.4.5,Powder for Injection 500 mg,Each Pack,23.68,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Isoniazid,6.2.4.5,Powder for Injection 750 mg,Each Pack,40.46,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Levofloxacin,6.2.4.7,Tablet 250 mg,1 Tablet,4.9,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Levofloxacin,6.2.4.7,Tablet 750 mg,1 Tablet,12.14,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Levofloxacin,6.2.4.7,Tablet 500mg,1 Tablet,8.95,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Linezolid,6.2.4.8,Tablet 600 mg,1 Tablet,36.69,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Linezolid,6.2.4.8,6.2.4.1.0Para-aminosalicylic acidTablet 500 mg Granules (As licensed),1 gm,3.16,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Linezolid,6.2.4.8,6.2.4.1.1Pyrazinamide Oral Liquid 250 mg/5ml,1 ml,0.68,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Linezolid,6.2.4.8,Tablet 1000 mg,1 Tablet,10.47,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Linezolid,6.2.4.8,Tablet 1500 mg,1 Tablet,11.6,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Linezolid,6.2.4.8,Tablet 500 mg,1 Tablet,4.7,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
Linezolid,6.2.4.8,Tablet 750 mg,1 Tablet,7.14,1499(E),30.03.2022,NPPA Compendium of Prices 2022 (ceiling prices under DPCO 2013),https://nppa.gov.in/en/compendiumofprice,https://nppa.gov.in/storage/uploads/pdf/Compendium-Prices-2022pdf-464b22085495ff4e3f8700c0e00cf45d.pdf,2026-08-04T09:01:12+00:00,statutory ceiling under DPCO 2013
